antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'27602'}),frozenset({'99111'}),0.009997878809304956,0.11201300996959626,0.006858516580640599,0.6859971711456859,6.124263345230045,1.0,0.0057386240818991085,2.8279585673490777,0.8451649119334816,0.059560358590200174,0.646388030027824,0.37361340693378225
"frozenset({'23313', '23322'})",frozenset({'23312'}),0.008315067524570459,0.06447005585802164,0.003040373329562328,0.36564625850340143,5.6715672669594275,1.0,0.0025043004617900486,1.4747764266903038,0.8305882914751676,0.04359286293592863,0.3219311199296819,0.2064028616491563
frozenset({'49211'}),frozenset({'43412'}),0.016686700134342078,0.03685215300855547,0.0034646114685710247,0.20762711864406777,5.634056674948294,1.0,0.002849670642012367,1.2155234860426787,0.8364658526098294,0.06918949449308105,0.17730919107482496,0.15082046645940916
frozenset({'43412'}),frozenset({'49211'}),0.03685215300855547,0.016686700134342078,0.0034646114685710247,0.09401381427475057,5.634056674948294,1.0,0.002849670642012367,1.0853513170054656,0.8539789610950753,0.06918949449308105,0.07863934531443138,0.15082046645940916
frozenset({'25531'}),frozenset({'99111'}),0.009884748638902638,0.11201300996959626,0.006165594286926395,0.6237482117310444,5.568533618553316,1.0,0.00505837383909004,2.3600870951758646,0.8286101119219932,0.05327468230694038,0.5762868234634011,0.33939588341886145
frozenset({'99111'}),frozenset({'25531'}),0.11201300996959626,0.009884748638902638,0.006165594286926395,0.05504355510667846,5.568533618553315,1.0,0.00505837383909004,1.047789299402973,0.9239093798186175,0.05327468230694038,0.04560964635752924,0.33939588341886145
frozenset({'99111'}),frozenset({'25711'}),0.11201300996959626,0.010803931273421481,0.006702962596337411,0.059840929175609146,5.538810610802619,1.0,0.005492781734896817,1.0521581926122234,0.9228241323279429,0.057727438801607606,0.04957257661296051,0.3401298886715742
frozenset({'25711'}),frozenset({'99111'}),0.010803931273421481,0.11201300996959626,0.006702962596337411,0.6204188481675392,5.538810610802618,1.0,0.005492781734896817,2.3393864151145807,0.8284058636102535,0.057727438801607606,0.572537485240111,0.3401298886715742
frozenset({'49211'}),frozenset({'43413'}),0.016686700134342078,0.04273492186947606,0.003804001979777982,0.22796610169491524,5.334421866762387,1.0,0.0030908971532774975,1.2399262263381101,0.8263269306489764,0.0683956267480295,0.19350040449316666,0.15848999988782825
frozenset({'43413'}),frozenset({'49211'}),0.04273492186947606,0.016686700134342078,0.003804001979777982,0.08901389808074124,5.334421866762387,1.0,0.0030908971532774975,1.0793944032669882,0.8488121832785751,0.0683956267480295,0.07355458118615972,0.15848999988782825
"frozenset({'23323', '23313'})",frozenset({'23312'}),0.00808880718376582,0.06447005585802164,0.0027009828183553702,0.33391608391608396,5.179398086011379,1.0,0.002179496967393221,1.4045226457984556,0.813507678741252,0.03866396761133603,0.2880143278633212,0.18790561818089788
frozenset({'43414'}),frozenset({'43413'}),0.026472459874142686,0.04273492186947606,0.005656508520115958,0.21367521367521364,5.000014141311295,1.0,0.004525210015701631,1.2173914580572966,0.8217544267391022,0.08900756564307966,0.17857153228609654,0.17301894370061144
frozenset({'43413'}),frozenset({'43414'}),0.04273492186947606,0.026472459874142686,0.005656508520115958,0.13236267372600927,5.000014141311295,1.0,0.004525210015701631,1.1220443273304122,0.835714771098932,0.08900756564307966,0.10876961306937155,0.17301894370061144
frozenset({'23313'}),"frozenset({'23323', '23312'})",0.048405571660892315,0.011482712295835395,0.0027009828183553702,0.05579900671925212,4.859392561763441,1.0,0.0021451555654579007,1.0469352338525233,0.8346128757282866,0.04723046488625123,0.0448310767799939,0.14551034079804973
"frozenset({'23323', '23312'})",frozenset({'23313'}),0.011482712295835395,0.048405571660892315,0.0027009828183553702,0.23522167487684734,4.859392561763441,1.0,0.0021451555654579007,1.2442748402759347,0.8034386168477442,0.04723046488625123,0.19631903850258958,0.14551034079804973
"frozenset({'23311', '23321'})",frozenset({'23111'}),0.015498833345117726,0.04888637488510217,0.0036484479954747933,0.23540145985401462,4.815277475723646,1.0,0.002890766218283646,1.2439385836824917,0.804801126307518,0.06006984866123399,0.1961017906208428,0.15501632148037728
frozenset({'23111'}),"frozenset({'23311', '23321'})",0.04888637488510217,0.015498833345117726,0.0036484479954747933,0.07463118310673995,4.815277475723645,1.0,0.002890766218283646,1.0639013857849104,0.8330525679086964,0.06006984866123399,0.060063260221966924,0.15501632148037728
frozenset({'43412'}),frozenset({'43413'}),0.03685215300855547,0.04273492186947606,0.0075797214169553845,0.20567920184190333,4.812906935225081,1.0,0.006004847537412789,1.2051366152696357,0.8225376443335015,0.10526315789473685,0.17021855669345715,0.1915225923173779
frozenset({'43413'}),frozenset({'43412'}),0.04273492186947606,0.03685215300855547,0.0075797214169553845,0.17736598279285246,4.812906935225081,1.0,0.006004847537412789,1.170809651491611,0.8275924603416963,0.10526315789473685,0.1458901976713292,0.1915225923173779
frozenset({'23602'}),frozenset({'99111'}),0.006405995899031323,0.11201300996959626,0.003266633670366966,0.5099337748344371,4.552451317689335,1.0,0.002549078787863578,1.8119734526296079,0.7853691951497309,0.028367923369765444,0.448115534723337,0.2695483796530474
frozenset({'33111'}),frozenset({'23111'}),0.012147352046949021,0.04888637488510217,0.0026444177331542106,0.21769499417927823,4.4530811435891415,1.0,0.0020505777271257472,1.215783636865621,0.784971712626249,0.04528941632356503,0.17748522872205033,0.13589406926204292
frozenset({'23111'}),frozenset({'33111'}),0.04888637488510217,0.012147352046949021,0.0026444177331542106,0.05409314434480763,4.45308114358914,1.0,0.0020505777271257472,1.0443445272090817,0.8152931094772256,0.04528941632356503,0.04246158815768254,0.13589406926204292
frozenset({'21222'}),frozenset({'43412'}),0.019486671851799475,0.03685215300855547,0.002814112988757689,0.1444121915820029,3.9186907627480188,1.0,0.002095987176047664,1.1257147863903398,0.7596150995976755,0.05257595772787318,0.11167552199740617,0.11038721628217567
frozenset({'43412'}),frozenset({'21222'}),0.03685215300855547,0.019486671851799475,0.002814112988757689,0.07636224098234842,3.9186907627480183,1.0,0.002095987176047664,1.0615777869356922,0.7733109010674657,0.05257595772787318,0.058005911289308286,0.11038721628217567
frozenset({'23312'}),"frozenset({'23323', '23322'})",0.06447005585802164,0.017563458954960053,0.004412076645690447,0.06843606053959202,3.896502432413244,1.0,0.0032797594658041025,1.0546098871260507,0.7945866297376365,0.056840954636545815,0.05178207391443078,0.1598218950040955
